name,year,genre,runtime,rating,num_votes,revenue,director,actor1,actor2,actor3,rated
delicatessen,1991,Comedy,99,7.7,58385,1790000.0,Marc Caro,Jean-Pierre Jeunet,Marie-Laure Dougnac,Dominique Pinon,R
clay pigeons,1998,Comedy,104,6.6,9017,1790000.0,David Dobkin,Joaquin Phoenix,Vince Vaughn,Janeane Garofalo,R
kal ho naa ho,2003,Comedy,186,8.1,30364,1790000.0,Nikhil Advani,Ron Reid Jr.,Preity Zinta,Shah Rukh Khan,NULL
son of rambow,2007,Action,96,7.1,24630,1780000.0,Garth Jennings,Bill Milner,Will Poulter,Jessica Hynes,PG_13
the mangler,1995,Comedy,106,3.8,5950,1780000.0,Tobe Hooper,Robert Englund,Ted Levine,Daniel Matmor,R
the dangerous lives of altar boys,2002,Comedy,104,7.1,11378,1780000.0,Peter Care,Kieran Culkin,Jena Malone,Emile Hirsch,R
naked,1993,Drama,131,7.9,19437,1770000.0,Mike Leigh,David Thewlis,Lesley Sharp,Katrin Cartlidge,UNRATED
somewhere,2010,Comedy,97,6.3,31433,1770000.0,Sofia Coppola,Stephen Dorff,Elle Fanning,Chris Pontius,R
holy smoke,1999,Drama,115,5.9,11193,1760000.0,Jane Campion,Kate Winslet,Harvey Keitel,Julie Hamilton,R
a better life,2011,Drama,98,7.2,11670,1750000.0,Chris Weitz,Demian Bichir,JosÃ© JuliÃ¡n,Eddie 'Piolin' Sotelo,PG_13
flipped,2010,Comedy,90,7.7,47250,1750000.0,Rob Reiner,Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,PG
the broken hearts club: a romantic comedy,2000,Comedy,94,7,5475,1740000.0,Greg Berlanti,Timothy Olyphant,Dean Cain,Zach Braff,R
we need to talk about kevin,2011,Drama,112,7.5,75296,1740000.0,Lynne Ramsay,Tilda Swinton,John C. Reilly,Ezra Miller,R
look at me,2004,Comedy,110,7,4557,1740000.0,AgnÃ¨s Jaoui,Marilou Berry,Jean-Pierre Bacri,AgnÃ¨s Jaoui,PG_13
apollo 13,1995,Adventure,140,7.6,176955,1740000.0,Ron Howard,Tom Hanks,Bill Paxton,Kevin Bacon,PG
little nikita,1988,Drama,98,6,3358,1730000.0,Richard Benjamin,Sidney Poitier,River Phoenix,Richard Jenkins,PG
che: part one,2008,Biography,134,7.2,34377,1730000.0,Steven Soderbergh,Julia Ormond,Benicio Del Toro,Oscar Isaac,NOT_RATED
last exit to brooklyn,1989,Drama,102,6.9,4102,1730000.0,Uli Edel,Jennifer Jason Leigh,Stephen Lang,Burt Young,R
take shelter,2011,Drama,121,7.4,54371,1730000.0,Jeff Nichols,Michael Shannon,Jessica Chastain,Shea Whigham,R
the dreamlife of angels,1998,Drama,113,7.5,6181,1730000.0,Erick Zonca,Ãlodie Bouchez,Natacha RÃ©gnier,GrÃ©goire Colin,NC_17
vertigo,1958,Mystery,128,8.4,195260,1720000.0,Alfred Hitchcock,James Stewart,Kim Novak,Barbara Bel Geddes,APPROVED
high heels,1991,Comedy,112,7.2,8418,1710000.0,Pedro AlmodÃ³var,Victoria Abril,Marisa Paredes,Miguel BosÃ©,R
even cowgirls get the blues,1993,Comedy,95,4.2,5688,1710000.0,Gus Van Sant,Uma Thurman,Lorraine Bracco,Pat Morita,R
girl on the bridge,1999,Comedy,90,7.6,9728,1710000.0,Patrice Leconte,Vanessa Paradis,Daniel Auteuil,FrÃ©dÃ©ric Pfluger,R
everything is illuminated,2005,Comedy,106,7.5,46163,1710000.0,Liev Schreiber,Elijah Wood,Eugene Hutz,Boris Leskin,PG_13
lady in white,1988,Fantasy,112,6.7,4148,1710000.0,Frank LaLoggia,Lukas Haas,Len Cariou,Alex Rocco,R
death wish v: the face of death,1994,Action,95,4.6,4094,1700000.0,Allan A. Goldstein,Charles Bronson,Lesley-Anne Down,Michael Parks,R
stoker,2013,Drama,99,6.9,70153,1700000.0,Chan-wook Park,Mia Wasikowska,Nicole Kidman,Matthew Goode,R
best of the best,1989,Action,97,6.3,8355,1700000.0,Robert Radler,Eric Roberts,James Earl Jones,Sally Kirkland,PG_13
the bad lieutenant: port of call - new orleans,2009,Crime,122,6.7,59083,1700000.0,Werner Herzog,Nicolas Cage,Eva Mendes,Russell M. Haeuser,R
unfinished song,2012,Comedy,93,7,4275,1700000.0,Paul Andrew Williams,Terence Stamp,Gemma Arterton,Christopher Eccleston,PG_13
suicide kings,1997,Comedy,106,7,20661,1690000.0,Peter O'Fallon,Christopher Walken,Denis Leary,Sean Patrick Flanery,R
blood simple.,1984,Crime,99,7.7,58714,1690000.0,Joel Coen,John Getz,Frances McDormand,Dan Hedaya,R
steel,1997,Action,97,2.7,7677,1690000.0,Kenneth Johnson,Shaquille O'Neal,Annabeth Gish,Judd Nelson,PG_13
matewan,1987,Drama,135,7.9,5547,1680000.0,John Sayles,Chris Cooper,James Earl Jones,Mary McDonnell,PG_13
english vinglish,2012,Comedy,134,7.9,14786,1670000.0,Gauri Shinde,Sridevi,Adil Hussain,Mehdi Nebbou,NOT_RATED
un coeur en hiver,1992,Drama,105,7.7,6442,1670000.0,Claude Sautet,Daniel Auteuil,Emmanuelle BÃ©art,AndrÃ© Dussollier,NULL
the white countess,2005,Drama,135,6.7,4654,1670000.0,James Ivory,Ralph Fiennes,Natasha Richardson,Vanessa Redgrave,PG_13
prick up your ears,1987,Biography,111,7.3,3774,1650000.0,Stephen Frears,Gary Oldman,Alfred Molina,Vanessa Redgrave,R
factory girl,2006,Biography,90,6.4,16488,1650000.0,George Hickenlooper,Sienna Miller,Guy Pearce,Hayden Christensen,UNRATED
the celebration,1998,Drama,105,8.1,57591,1650000.0,Ulrich Thomsen,Henning Moritzen,Thomas Bo Larsen,NULL,R
battle for terra,2007,Animation,85,6.7,9183,1650000.0,Aristomenis Tsirbas,Evan Rachel Wood,Luke Wilson,Justin Long,PG
marci x,2003,Comedy,84,2.7,4368,1650000.0,Richard Benjamin,Lisa Kudrow,Damon Wayans,Richard Benjamin,R
pirates,1986,Adventure,121,6.1,5444,1640000.0,Roman Polanski,Walter Matthau,Cris Campion,Damien Thomas,PG_13
spider,2002,Drama,98,6.9,27174,1640000.0,David Cronenberg,Ralph Fiennes,Miranda Richardson,Gabriel Byrne,R
summer hours,2008,Drama,103,7.2,4531,1640000.0,Olivier Assayas,Juliette Binoche,Charles Berling,JÃ©rÃ©mie Renier,NOT_RATED
gun shy,2000,Comedy,101,5.7,5522,1630000.0,Eric Blakeney,Liam Neeson,Sandra Bullock,Oliver Platt,R
love is all you need,2012,Comedy,116,6.6,7595,1630000.0,Susanne Bier,Pierce Brosnan,Trine Dyrholm,Molly Blixt Egelind,R
camp,2003,Comedy,114,6.4,4690,1630000.0,Todd Graff,Don Dixon,Daniel Letterle,Joanna Chilcoat,PG_13
bhaag milkha bhaag,2013,Biography,186,8.4,24571,1630000.0,Rakeysh Omprakash Mehra,Farhan Akhtar,Sonam Kapoor,Pavan Malhotra,NULL
keeping mum,2005,Comedy,99,6.8,25231,1620000.0,Niall Johnson,Rowan Atkinson,Kristin Scott Thomas,Maggie Smith,R
potiche,2010,Comedy,103,6.5,7205,1620000.0,FranÃ§ois Ozon,Catherine Deneuve,GÃ©rard Depardieu,Fabrice Luchini,R
kites,2010,Action,123,6,7993,1600000.0,Anurag Basu,Hrithik Roshan,BÃ¡rbara Mori,Steven Michael Quezada,NULL
cairo time,2009,Drama,90,6.7,4324,1600000.0,Ruba Nadda,Patricia Clarkson,Alexander Siddig,Elena Anaya,PG
jesus of montreal,1989,Drama,118,7.5,5446,1600000.0,Denys Arcand,Lothaire Bluteau,Catherine Wilkening,Johanne-Marie Tremblay,R
chasers,1994,Comedy,102,4.9,4089,1600000.0,Dennis Hopper,Tom Berenger,Erika Eleniak,William McNamara,R
the quiet earth,1985,Drama,91,6.9,18043,1600000.0,Geoff Murphy,Bruno Lawrence,Alison Routledge,Pete Smith,R
race 2,2013,Action,150,5.3,8085,1580000.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Saif Ali Khan,Anil Kapoor,NOT_RATED
gomorrah,2008,Crime,137,7,33996,1580000.0,Matteo Garrone,Gianfelice Imparato,Salvatore Abruzzese,Toni Servillo,NOT_RATED
the garbage pail kids movie,1987,Adventure,100,2.7,5105,1580000.0,Rod Amateau,Anthony Newley,Mackenzie Astin,Phil Fondacaro,PG
veronica guerin,2003,Biography,98,6.9,14821,1570000.0,Joel Schumacher,Cate Blanchett,Colin Farrell,Brenda Fricker,R
hamlet,1996,Drama,242,7.8,27686,1570000.0,Michael Almereyda,Ethan Hawke,Kyle MacLachlan,Diane Venora,R
hamlet,1990,Drama,130,6.8,15626,1570000.0,Michael Almereyda,Ethan Hawke,Kyle MacLachlan,Diane Venora,R
hamlet,2000,Drama,112,6,7444,1570000.0,Michael Almereyda,Ethan Hawke,Kyle MacLachlan,Diane Venora,R
another woman,1988,Drama,81,7.4,8050,1560000.0,Woody Allen,Gena Rowlands,Mia Farrow,Ian Holm,TV_PG
a late quartet,2012,Drama,105,7.1,8504,1560000.0,Yaron Zilberman,Philip Seymour Hoffman,Christopher Walken,Catherine Keener,R
rear window,1954,Mystery,112,8.6,252476,1560000.0,Alfred Hitchcock,James Stewart,Grace Kelly,Wendell Corey,APPROVED
truly madly deeply,1990,Drama,106,7.3,5333,1550000.0,Anthony Minghella,Juliet Stevenson,Alan Rickman,Jenny Howe,PG
ararat,2002,Drama,115,6.6,8199,1550000.0,Atom Egoyan,Charles Aznavour,Brent Carver,Eric Bogosian,R
bloodrayne,2005,Action,95,2.8,28841,1550000.0,Uwe Boll,Kristanna Loken,Ben Kingsley,Michelle Rodriguez,R
two moon junction,1988,Drama,104,4.8,3524,1550000.0,Zalman King,Sherilyn Fenn,Richard Tyson,Louise Fletcher,R
a royal affair,2012,Drama,137,7.6,23877,1550000.0,Nikolaj Arcel,Alicia Vikander,Mads Mikkelsen,Mikkel Boe FÃ¸lsgaard,R
one false move,1992,Thriller,105,7.2,6264,1540000.0,Carl Franklin,Bill Paxton,Billy Bob Thornton,Cynda Williams,R
departures,2008,Drama,130,8.1,31560,1540000.0,YÃ´jirÃ´ Takita,Masahiro Motoki,RyÃ´ko Hirosue,Tsutomu Yamazaki,PG_13
asterix and obelix vs. caesar,1999,Adventure,109,5.8,26603,1540000.0,Claude Zidi,Christian Clavier,GÃ©rard Depardieu,Roberto Benigni,NULL
year of the dog,2007,Comedy,97,6.1,5123,1540000.0,Mike White,Molly Shannon,John C. Reilly,Peter Sarsgaard,PG_13
live flesh,1997,Drama,103,7.5,20053,1540000.0,Pedro AlmodÃ³var,Liberto Rabal,Francesca Neri,Javier Bardem,R
the gingerbread man,1998,Thriller,114,5.7,8624,1530000.0,Robert Altman,Kenneth Branagh,Embeth Davidtz,Robert Downey Jr.,R
delhi belly,2011,Comedy,103,7.6,13687,1530000.0,Abhinay Deo,Akshat Verma,Imran Khan,Vir Das,NULL
trust the man,2005,Comedy,103,5.7,7483,1530000.0,Bart Freundlich,David Duchovny,Julianne Moore,Billy Crudup,R
dogville,2003,Drama,178,8,93414,1530000.0,Lars von Trier,Nicole Kidman,Paul Bettany,Lauren Bacall,R
a midnight clear,1992,Drama,108,7.3,6551,1530000.0,Keith Gordon,Peter Berg,Kevin Dillon,Arye Gross,R
after the wedding,2006,Drama,120,7.8,21490,1530000.0,Susanne Bier,Mads Mikkelsen,Sidse Babett Knudsen,Rolf LassgÃ¥rd,R
girlfight,2000,Drama,110,6.9,7491,1520000.0,Karyn Kusama,Michelle Rodriguez,Santiago Douglas,Jaime Tirelli,R
being human,1994,Comedy,122,5.3,3035,1520000.0,Bill Forsyth,Robin Williams,John Turturro,Kelly Hunter,PG_13
life is sweet,1990,Comedy,103,7.4,5004,1520000.0,Mike Leigh,Alison Steadman,Jim Broadbent,Claire Skinner,R
the city of lost children,1995,Fantasy,112,7.7,49971,1510000.0,Marc Caro,Jean-Pierre Jeunet,Ron Perlman,Daniel Emilfork,R
kon-tiki,2012,Adventure,118,7.3,26590,1510000.0,Joachim RÃ¸nning,Espen Sandberg,PÃ¥l Sverre Hagen,Anders Baasmo Christiansen,PG_13
oscar and lucinda,1997,Drama,132,6.7,5163,1510000.0,Gillian Armstrong,Ralph Fiennes,Cate Blanchett,CiarÃ¡n Hinds,R
married life,2007,Crime,91,6.3,7366,1510000.0,Ira Sachs,Chris Cooper,Patricia Clarkson,Rachel McAdams,PG_13
housefull 2,2012,Comedy,145,5.1,5825,1500000.0,Sajid Khan,Akshay Kumar,Asin,John Abraham,NOT_RATED
testament,1983,Drama,90,7.1,4045,1500000.0,Lynne Littman,Jane Alexander,William Devane,Rossie Harris,PG
m. butterfly,1993,Drama,101,6.8,5910,1500000.0,David Cronenberg,Jeremy Irons,John Lone,Barbara Sukowa,R
city of industry,1997,Crime,97,6.2,4656,1500000.0,John Irvin,Harvey Keitel,Stephen Dorff,Timothy Hutton,R
sex and lucia,2001,Drama,128,7.3,26240,1490000.0,Julio Medem,Paz Vega,TristÃ¡n Ulloa,Najwa Nimri,R
night watch,2004,Action,114,6.5,44096,1490000.0,Timur Bekmambetov,Konstantin Khabenskiy,Vladimir Menshov,Mariya Poroshina,R
ek tha tiger,2012,Action,132,5.3,15358,1480000.0,Kabir Khan,Salman Khan,Katrina Kaif,Ranvir Shorey,NOT_RATED
clockwise,1986,Comedy,96,6.6,8130,1480000.0,Christopher Morahan,John Cleese,Penny Leatherbarrow,Howard Lloyd-Lewis,PG
the joneses,2009,Comedy,96,6.5,29562,1470000.0,Derrick Borte,Demi Moore,David Duchovny,Amber Heard,R
three colors: white,1994,Comedy,91,7.7,36455,1460000.0,Krzysztof Kieslowski,Zbigniew Zamachowski,Julie Delpy,Janusz Gajos,R
paradise now,2005,Crime,90,7.5,17618,1450000.0,Hany Abu-Assad,Kais Nashif,Ali Suliman,Lubna Azabal,PG_13
under the sand,2000,Drama,92,7.2,6149,1450000.0,FranÃ§ois Ozon,Charlotte Rampling,Bruno Cremer,Jacques Nolot,UNRATED
beautiful thing,1996,Comedy,90,7.8,15792,1450000.0,Hettie Macdonald,Glen Berry,Linda Henry,Meera Syal,R
kambakkht ishq,2009,Action,142,3.8,4196,1450000.0,Sabir Khan,Sylvester Stallone,Brandon Routh,Denise Richards,NULL
nowhere boy,2009,Biography,98,7.2,25157,1450000.0,Sam Taylor-Johnson,Aaron Taylor-Johnson,Kristin Scott Thomas,Anne-Marie Duff,R
blade runner,1982,Sci-Fi,117,8.2,379555,1450000.0,Ridley Scott,Harrison Ford,Rutger Hauer,Sean Young,R
greenfingers,2000,Comedy,91,6.9,4261,1440000.0,Joel Hershman,Clive Owen,Helen Mirren,David Kelly,R
down by law,1986,Comedy,107,7.9,30922,1440000.0,Jim Jarmusch,Tom Waits,John Lurie,Roberto Benigni,R
disconnect,2012,Drama,115,7.6,47566,1440000.0,Henry Alex Rubin,Jason Bateman,Jonah Bobo,Haley Ramm,R
the man from elysian fields,2001,Drama,106,6.7,3484,1430000.0,George Hickenlooper,Andy Garcia,Mick Jagger,Julianna Margulies,R
the art of getting by,2011,Drama,83,6.6,32797,1430000.0,Gavin Wiesen,Freddie Highmore,Emma Roberts,Michael Angarano,PG_13
i hope they serve beer in hell,2009,Comedy,105,5.3,6888,1430000.0,Bob Gosse,Matt Czuchry,Geoff Stults,Jesse Bradford,R
my best friend,2006,Comedy,94,6.8,4643,1420000.0,Patrice Leconte,Daniel Auteuil,Dany Boon,Julie Gayet,PG_13
northfork,2003,Drama,103,6.4,4732,1420000.0,Michael Polish,Duel Farnes,Nick Nolte,Anthony Edwards,PG_13
monsieur hire,1989,Crime,81,7.6,3682,1420000.0,Patrice Leconte,Michel Blanc,Sandrine Bonnaire,Luc Thuillier,PG_13
the field,1990,Drama,107,7.4,3598,1410000.0,Jim Sheridan,Richard Harris,John Hurt,Sean Bean,PG_13
salaam namaste,2005,Comedy,158,6.3,4272,1410000.0,Siddharth Anand,Saif Ali Khan,Preity Zinta,Arshad Warsi,NULL
the notorious bettie page,2005,Biography,91,6.6,8319,1410000.0,Mary Harron,Gretchen Mol,Lili Taylor,Chris Bauer,R
paheli,2005,Fantasy,140,6.7,8135,1410000.0,Amol Palekar,Shah Rukh Khan,Anupam Kher,Rani Mukerji,NULL
american flyers,1985,Drama,113,6.3,4133,1400000.0,John Badham,Kevin Costner,David Marshall Grant,Rae Dawn Chong,PG_13
french twist,1995,Comedy,104,6.4,3481,1400000.0,Josiane Balasko,Victoria Abril,Josiane Balasko,Alain Chabat,R
the kid with a bike,2011,Drama,87,7.3,17363,1380000.0,Jean-Pierre Dardenne,Luc Dardenne,Thomas Doret,CÃ©cile De France,PG_13
repossessed,1990,Comedy,80,4.7,5678,1380000.0,Bob Logan,Leslie Nielsen,Linda Blair,Ned Beatty,PG_13
girl most likely,2012,Comedy,103,5.7,9282,1380000.0,Shari Springer Berman,Robert Pulcini,Kristen Wiig,Annette Bening,PG_13
pride,2007,Drama,104,5.7,5210,1370000.0,Sunu Gonera,Terrence Howard,Bernie Mac,Kimberly Elise,PG
pride,2014,Comedy,120,8.1,5096,1370000.0,Sunu Gonera,Terrence Howard,Bernie Mac,Kimberly Elise,PG
evelyn,2002,Drama,94,7,4926,1370000.0,Bruce Beresford,Pierce Brosnan,Julianna Margulies,Aidan Quinn,PG
little nemo: adventures in slumberland,1989,Family,85,7.2,4847,1370000.0,Masami Hata,William T. Hurtz,Gabriel Damon,Mickey Rooney,G
race,2008,Action,149,6.5,6680,1370000.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Saif Ali Khan,Akshaye Khanna,NULL
bodyguard,2011,Romance,130,4.4,12511,1360000.0,Siddique,Harisree Asokan,Dilip,Mithra Kurian,NULL
locke,2013,Drama,85,7.1,40715,1360000.0,Steven Knight,Tom Hardy,Olivia Colman,Ruth Wilson,R
spanking the monkey,1994,Comedy,100,6.3,4616,1360000.0,David O. Russell,Jeremy Davies,Alberta Watson,Elizabeth Newett,UNRATED
gimme shelter,2013,Drama,101,6.5,3743,1360000.0,Ron Krauss,Vanessa Hudgens,Rosario Dawson,Brendan Fraser,PG_13
read my lips,2001,Crime,115,7.4,9583,1360000.0,Jacques Audiard,Vincent Cassel,Emmanuelle Devos,Olivier Gourmet,R
ponette,1996,Drama,97,7.7,3249,1350000.0,Jacques Doillon,Victoire Thivisol,Delphine Schiltz,Matiaz Bureau Caton,NULL
wadjda,2012,Comedy,98,7.6,9345,1350000.0,Haifaa Al-Mansour,Waad Mohammed,Reem Abdullah,Abdullrahman Al Gohani,PG
dear frankie,2004,Drama,105,7.9,17218,1340000.0,Shona Auerbach,Emily Mortimer,Jack McElhone,Gerard Butler,PG_13
a dirty shame,2004,Comedy,89,5.1,9944,1340000.0,John Waters,Tracey Ullman,Chris Isaak,Selma Blair,NC_17
certified copy,2010,Drama,106,7.2,11749,1340000.0,Abbas Kiarostami,Juliette Binoche,William Shimell,Jean-Claude CarriÃ¨re,UNRATED
henry fool,1997,Comedy,137,7.4,5522,1330000.0,Hal Hartley,Thomas Jay Ryan,James Urbaniak,Parker Posey,R
the past,2013,Drama,130,7.9,25072,1330000.0,Asghar Farhadi,BÃ©rÃ©nice Bejo,Tahar Rahim,Ali Mosaffa,PG_13
the emperor and the assassin,1998,Drama,162,7.3,5009,1330000.0,Kaige Chen,Li Gong,Fengyi Zhang,Zhou Sun,R
thumbsucker,2005,Comedy,96,6.7,17821,1330000.0,Mike Mills,Lou Taylor Pucci,Tilda Swinton,Vincent D'Onofrio,R
sarah silverman: jesus is magic,2005,Comedy,72,6.5,4657,1320000.0,Liam Lynch,Sarah Silverman,Brian Posehn,Laura Silverman,NOT_RATED
divided we fall,2000,Comedy,120,7.8,3915,1320000.0,Jan Hrebejk,Bolek PolÃ­vka,Csongor Kassai,Jaroslav Dusek,PG_13
another earth,2011,Drama,92,7,52400,1320000.0,Mike Cahill,Brit Marling,William Mapother,Matthew-Lee Erlbach,PG_13
happy endings,2005,Comedy,128,6.5,7707,1310000.0,Don Roos,Lisa Kudrow,Steve Coogan,Maggie Gyllenhaal,R
saints and soldiers,2003,Action,90,6.8,16350,1310000.0,Ryan Little,Corbin Allred,Alexander Polinsky,Kirby Heyborne,R
nicholas nickleby,2002,Drama,132,7.3,8375,1310000.0,Douglas McGrath,Charlie Hunnam,Jamie Bell,Christopher Plummer,PG
the good german,2006,Drama,105,6.1,19875,1300000.0,Steven Soderbergh,George Clooney,Cate Blanchett,Tobey Maguire,R
sylvia,2003,Biography,110,6.3,8187,1300000.0,Christine Jeffs,Gwyneth Paltrow,Daniel Craig,Lucy Davenport,R
water,2005,Drama,117,7.8,11181,1300000.0,Dick Clement,Michael Caine,Valerie Perrine,Brenda Vaccaro,PG_13
kickboxer 2: the road back,1991,Action,89,4.3,3716,1300000.0,Albert Pyun,Sasha Mitchell,Peter Boyle,Dennis Chan,R
king of the hill,1993,Drama,103,7.5,5079,1300000.0,Steven Soderbergh,Jesse Bradford,Jeroen KrabbÃ©,Lisa Eichhorn,PG_13
funny games,2007,Crime,111,6.4,59511,1290000.0,Michael Haneke,Naomi Watts,Tim Roth,Michael Pitt,R
funny games,1997,Crime,108,7.6,36070,1290000.0,Michael Haneke,Naomi Watts,Tim Roth,Michael Pitt,R
the hot spot,1990,Crime,130,6.4,7056,1290000.0,Dennis Hopper,Don Johnson,Virginia Madsen,Jennifer Connelly,R
kansas city,1996,Crime,116,6.2,3213,1290000.0,Robert Altman,Jennifer Jason Leigh,Miranda Richardson,Harry Belafonte,R
the kings of summer,2013,Comedy,95,7.2,43635,1290000.0,Jordan Vogt-Roberts,Nick Robinson,Gabriel Basso,Moises Arias,R
raajneeti,2010,Action,163,7.1,7646,1290000.0,Prakash Jha,Naseeruddin Shah,Arjun Rampal,Nana Patekar,NULL
kaminey: the scoundrels,2009,Action,130,7.5,9681,1290000.0,Vishal Bhardwaj,Shahid Kapoor,Priyanka Chopra,Deb Mukherjee,NULL
romance,1999,Drama,84,5.3,7218,1280000.0,Catherine Breillat,Caroline Ducey,Sagamore StÃ©venin,FranÃ§ois BerlÃ©and,UNRATED
the road home,1999,Drama,89,7.9,9508,1280000.0,Yimou Zhang,Ziyi Zhang,Honglei Sun,Hao Zheng,G
the rapture,1991,Drama,100,6.6,3659,1280000.0,Michael Tolkin,Mimi Rogers,David Duchovny,Darwyn Carson,R
cecil b. demented,2000,Comedy,87,6.2,10623,1280000.0,John Waters,Melanie Griffith,Stephen Dorff,Alicia Witt,R
blue in the face,1995,Comedy,83,6.7,6947,1280000.0,Paul Auster,Wayne Wang,Harvey Keitel,Lou Reed,R
robot jox,1989,Action,85,5.2,3725,1270000.0,Stuart Gordon,Gary Graham,Anne-Marie Johnson,Paul Koslo,PG
paper heart,2009,Comedy,88,6,6998,1270000.0,Nicholas Jasenovec,Charlyne Yi,Michael Cera,Jake Johnson,PG_13
hideous kinky,1998,Drama,98,6.1,4980,1260000.0,Gillies MacKinnon,Kate Winslet,Bella Riza,SaÃ¯d Taghmaoui,R
from beyond,1986,Horror,86,6.8,12142,1260000.0,Stuart Gordon,Jeffrey Combs,Barbara Crampton,Ted Sorel,R
micmacs,2009,Action,105,7.2,21497,1260000.0,Jean-Pierre Jeunet,Dany Boon,AndrÃ© Dussollier,Nicolas MariÃ©,R
roger dodger,2002,Comedy,106,7.1,13955,1260000.0,Dylan Kidd,Campbell Scott,Jesse Eisenberg,Isabella Rossellini,R
dabangg,2010,Action,126,6.3,14610,1260000.0,Abhinav Kashyap,Salman Khan,Sonakshi Sinha,Vinod Khanna,NULL
the abandoned,2006,Horror,99,5.7,10146,1260000.0,Nacho CerdÃ ,Anastasia Hille,Karel Roden,Valentin Goshev,R
tristram shandy: a cock and bull story,2005,Comedy,94,6.8,10611,1250000.0,Michael Winterbottom,Steve Coogan,Jeremy Northam,Rob Brydon,R
take this waltz,2011,Comedy,116,6.6,18941,1240000.0,Sarah Polley,Michelle Williams,Seth Rogen,Sarah Silverman,R
anna,2013,Drama,99,6.4,8438,1240000.0,Yurek Bogayevicz,Sally Kirkland,Paulina Porizkova,Robert Fields,PG_13
dostana,2008,Comedy,145,6.5,8435,1240000.0,Tarun Mansukhani,Abhishek Bachchan,John Abraham,Priyanka Chopra,UNRATED
the invisible woman,2013,Biography,111,6.2,4444,1230000.0,Ralph Fiennes,Ralph Fiennes,Felicity Jones,Kristin Scott Thomas,R
singham returns,2014,Action,142,6,3048,1230000.0,Rohit Shetty,Kareena Kapoor,Ajay Devgn,Anupam Kher,NULL
monty python and the holy grail,1975,Adventure,91,8.4,310823,1230000.0,Terry Gilliam,Terry Jones,Graham Chapman,John Cleese,PG
toto the hero,1991,Comedy,91,7.7,3675,1230000.0,Jaco Van Dormael,Michel Bouquet,Mireille Perrier,Jo De Backer,PG_13
slacker,1991,Comedy,97,7.1,12239,1230000.0,Richard Linklater,Richard Linklater,Rudy Basquez,Jean Caffeine,R
the funeral,1996,Crime,99,6.6,6364,1230000.0,Abel Ferrara,Christopher Walken,Chris Penn,Annabella Sciorra,R
elephant,2003,Crime,81,7.2,63857,1230000.0,Gus Van Sant,Elias McConnell,Alex Frost,Eric Deulen,R
swades,2004,Drama,210,8.4,42057,1220000.0,Ashutosh Gowariker,Shah Rukh Khan,Gayatri Joshi,Kishori Balal,NOT_RATED
nine queens,2000,Crime,114,7.9,30546,1220000.0,FabiÃ¡n Bielinsky,Ricardo DarÃ­n,GastÃ³n Pauls,Leticia BrÃ©dice,R
bol bachchan,2012,Comedy,155,5.5,4592,1220000.0,Rohit Shetty,Ajay Devgn,Asin,Abhishek Bachchan,PG
once bitten,1985,Comedy,94,5.3,8562,1210000.0,Howard Storm,Lauren Hutton,Jim Carrey,Karen Kopins,PG_13
the general,1998,Biography,124,7.3,6067,1210000.0,John Boorman,Brendan Gleeson,Adrian Dunbar,Sean McGinley,R
heyy babyy,2007,Comedy,144,5.6,4701,1210000.0,Sajid Khan,Akshay Kumar,Vidya Balan,Fardeen Khan,NULL
namastey london,2007,Comedy,128,7.1,7586,1210000.0,Vipul Amrutlal Shah,Akshay Kumar,Katrina Kaif,Rishi Kapoor,NULL
taare zameen par,2007,Drama,165,8.5,61031,1200000.0,Aamir Khan,Darsheel Safary,Aamir Khan,Tanay Chheda,PG
mute witness,1994,Horror,95,6.8,3959,1200000.0,Anthony Waller,Marina Zudina,Fay Ripley,Evan Richards,R
the flower of my secret,1995,Drama,103,7.1,6931,1200000.0,Pedro AlmodÃ³var,Marisa Paredes,Juan Echanove,Carme Elias,R
murmur of the heart,1971,Drama,118,7.8,5193,1200000.0,Louis Malle,Lea Massari,BenoÃ®t Ferreux,Daniel GÃ©lin,R
invasion u.s.a.,1985,Action,107,5.2,5086,1200000.0,Alfred E. Green,Gerald Mohr,Peggie Castle,Dan O'Herlihy,APPROVED
the unborn,2009,Drama,88,4.7,36729,1200000.0,Rodman Flender,Brooke Adams,Jeff Hayenga,James Karen,R
flawless,2007,Crime,108,6.8,16886,1200000.0,Michael Radford,Demi Moore,Michael Caine,Lambert Wilson,PG_13
flawless,1999,Comedy,112,6.4,12929,1200000.0,Michael Radford,Demi Moore,Michael Caine,Lambert Wilson,PG_13
district b13,2004,Action,84,7.2,49034,1200000.0,Pierre Morel,Cyril Raffaelli,David Belle,Tony D'Amario,R
headhunters,2011,Crime,100,7.6,65710,1200000.0,Morten Tyldum,Aksel Hennie,SynnÃ¸ve Macody Lund,Nikolaj Coster-Waldau,R
when night is falling,1995,Drama,94,6.8,4718,1190000.0,Patricia Rozema,Pascale BussiÃ¨res,Rachael Crawford,Henry Czerny,NC_17
cool as ice,1991,Comedy,91,2.8,7131,1190000.0,David Kellogg,Vanilla Ice,Kristin Minter,Naomi Campbell,PG
