name	year	genre	runtime	rating	num_votes	img_src	revenue	director	actor1	actor2	actor3	rated
the dancer upstairs	2002	Drama	132	7	5231	http://ia.media-imdb.com/images/M/MV5BMTIwNzQyMTE5M15BMl5BanBnXkFtZTcwNDczMzAwMQ@@._V1._SX54_CR0,0,54,74_.jpg	2370000	John Malkovich	Javier Bardem	Laura Morante	Juan Diego Botto	R
pieces of april	2003	Comedy	80	7.1	17115	http://ia.media-imdb.com/images/M/MV5BNDQyMDM3MzIyMl5BMl5BanBnXkFtZTcwMzUwMDU2NA@@._V1._SX54_CR0,0,54,74_.jpg	2360000	Peter Hedges	Katie Holmes	Oliver Platt	Patricia Clarkson	PG_13
bon voyage	2003	Comedy	114	6.9	3898	http://ia.media-imdb.com/images/M/MV5BMTQ1ODE4MzE2MF5BMl5BanBnXkFtZTcwODc1MzUyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2350000	Jean-Paul Rappeneau	Isabelle Adjani	GÃ©rard Depardieu	Virginie Ledoyen	PG_13
at close range	1986	Crime	111	7	9244	http://ia.media-imdb.com/images/M/MV5BMjA2MjUzMjY1M15BMl5BanBnXkFtZTcwMDczMTcyNA@@._V1._SX54_CR0,0,54,74_.jpg	2350000	James Foley	Sean Penn	Christopher Walken	Mary Stuart Masterson	R
redbelt	2008	Drama	99	6.8	17640	http://ia.media-imdb.com/images/M/MV5BMTUzMzQxODQzM15BMl5BanBnXkFtZTcwMjIwMDM2MQ@@._V1._SX54_CR0,0,54,74_.jpg	2340000	David Mamet	Chiwetel Ejiofor	Tim Allen	Emily Mortimer	R
double dragon	1994	Action	96	3.5	7689	http://ia.media-imdb.com/images/M/MV5BMTI4MDA5MzgzOV5BMl5BanBnXkFtZTcwOTkwMTYyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2340000	James Yukich	Robert Patrick	Mark Dacascos	Scott Wolf	PG_13
no	2012	Drama	118	7.4	14248	http://ia.media-imdb.com/images/M/MV5BMTM3ODAzNjcwMV5BMl5BanBnXkFtZTcwMTUzMjc4OA@@._V1._SX54_CR0,0,54,74_.jpg	2340000	Pablo LarraÃ­n	Gael GarcÃ­a Bernal	Alfredo Castro	Antonia Zegers	R
layer cake	2004	Crime	105	7.4	115419	http://ia.media-imdb.com/images/M/MV5BMTI5MTE1OTAzOV5BMl5BanBnXkFtZTcwNDc2OTgyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2340000	Matthew Vaughn	Daniel Craig	Sienna Miller	Michael Gambon	R
to live	1994	Drama	125	8.3	10002	http://ia.media-imdb.com/images/M/MV5BMTQ0NDAyMzYwMV5BMl5BanBnXkFtZTYwMTQwNzk5._V1._SX54_CR0,0,54,74_.jpg	2330000	Yimou Zhang	You Ge	Li Gong	Ben Niu	NOT_RATED
bucky larson: born to be a star	2011	Comedy	97	3.2	8616	http://ia.media-imdb.com/images/M/MV5BMjIzMjY4MTk2M15BMl5BanBnXkFtZTcwNzQ3ODg3NQ@@._V1._SX54_CR0,0,54,74_.jpg	2330000	Tom Brady	Nick Swardson	Don Johnson	Christina Ricci	R
last orders	2001	Drama	109	7	4496	http://ia.media-imdb.com/images/M/MV5BNzk2OTYzMTIwMV5BMl5BanBnXkFtZTcwNzkxNDkyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2330000	Fred Schepisi	Michael Caine	Bob Hoskins	Tom Courtenay	R
trance	2013	Crime	101	7	76684	http://ia.media-imdb.com/images/M/MV5BMjMzNjU1MTg5NF5BMl5BanBnXkFtZTcwMTExMTcwOQ@@._V1._SX54_CR0,0,54,74_.jpg	2320000	Danny Boyle	James McAvoy	Rosario Dawson	Vincent Cassel	R
white hunter black heart	1990	Adventure	112	6.6	7346	http://ia.media-imdb.com/images/M/MV5BMTY0OTAxMTM5M15BMl5BanBnXkFtZTcwNDU3MTAwMQ@@._V1._SX54_CR0,0,54,74_.jpg	2320000	Clint Eastwood	Clint Eastwood	Jeff Fahey	Charlotte Cornwell	PG
chocolat	2000	Drama	121	7.3	131072	http://ia.media-imdb.com/images/M/MV5BMjA4MDI3NTQwMV5BMl5BanBnXkFtZTcwNjIzNDcyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2320000	Claire Denis	Isaach De BankolÃ©	Giulia Boschi	FranÃ§ois Cluzet	PG_13
shanghai surprise	1986	Adventure	97	2.9	3702	http://ia.media-imdb.com/images/M/MV5BMTMxNzAwMDQ5OV5BMl5BanBnXkFtZTcwMjUxMTE3NA@@._V1._SX54_CR0,0,54,74_.jpg	2320000	Jim Goddard	Sean Penn	Madonna	Paul Freeman	PG_13
shanghai triad	1995	Crime	108	7.2	3826	http://ia.media-imdb.com/images/M/MV5BMTgyMzAwOTQyNF5BMl5BanBnXkFtZTcwNDU1MjgxMQ@@._V1._SX54_CR0,0,54,74_.jpg	2300000	Yimou Zhang	Li Gong	Baotian Li	Wang Xiaoxiao	R
princess mononoke	1997	Animation	134	8.4	170330	http://ia.media-imdb.com/images/M/MV5BMjgzNTUwODQzN15BMl5BanBnXkFtZTcwMTc4ODE3OQ@@._V1._SX54_CR0,0,54,74_.jpg	2300000	Hayao Miyazaki	YÃ´ji Matsuda	Yuriko Ishida	YÃ»ko Tanaka	TV_14
the pillow book	1996	Drama	126	6.7	9752	http://ia.media-imdb.com/images/M/MV5BMTYwNDYwNzE1N15BMl5BanBnXkFtZTcwMTE1NzgxMQ@@._V1._SX54_CR0,0,54,74_.jpg	2290000	Peter Greenaway	Vivian Wu	Ewan McGregor	Yoshi Oida	NOT_RATED
the company	2003	Drama	112	6.2	4975	http://ia.media-imdb.com/images/M/MV5BMTMxOTQzMDYwMV5BMl5BanBnXkFtZTcwMDExNTQyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2280000	Robert Altman	Neve Campbell	James Franco	Malcolm McDowell	R
ma vie en rose	1997	Drama	88	7.6	6865	http://ia.media-imdb.com/images/M/MV5BMTY3ODY1MTkxN15BMl5BanBnXkFtZTYwNjQwMjI5._V1._SX54_CR0,0,54,74_.jpg	2280000	Alain Berliner	Georges Du Fresne	MichÃ¨le Laroque	Jean-Philippe Ãcoffey	R
the fall	2006	Adventure	117	7.9	76676	http://ia.media-imdb.com/images/M/MV5BMjAzODUwMjM1M15BMl5BanBnXkFtZTcwNjU2MjU2MQ@@._V1._SX54_CR0,0,54,74_.jpg	2280000	Tarsem Singh	Lee Pace	Catinca Untaru	Justine Waddell	R
noises off...	1992	Comedy	101	7.5	7476	http://ia.media-imdb.com/images/M/MV5BMTc0NjAyMzA1NF5BMl5BanBnXkFtZTcwNzUyMzUyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2280000	Peter Bogdanovich	Michael Caine	Carol Burnett	Denholm Elliott	PG_13
pecker	1998	Comedy	87	6.4	10853	http://ia.media-imdb.com/images/M/MV5BMTU4NTYxOTM1MF5BMl5BanBnXkFtZTcwNzc5OTkxMQ@@._V1._SX54_CR0,0,54,74_.jpg	2280000	John Waters	Edward Furlong	Christina Ricci	Bess Armstrong	R
author! author!	1982	Comedy	110	6.1	3758	http://ia.media-imdb.com/images/M/MV5BMTUyNzMxOTAxM15BMl5BanBnXkFtZTcwNDE1MzMzMQ@@._V1._SX54_CR0,0,54,74_.jpg	2280000	Arthur Hiller	Al Pacino	Dyan Cannon	Tuesday Weld	PG
adam	2009	Drama	99	7.3	25891	http://ia.media-imdb.com/images/M/MV5BMTkzNzk4NDYwNl5BMl5BanBnXkFtZTcwOTE2MTY1Mg@@._V1._SX54_CR0,0,54,74_.jpg	2280000	Max Mayer	Hugh Dancy	Rose Byrne	Peter Gallagher	PG_13
showdown in little tokyo	1991	Action	79	6	10423	http://ia.media-imdb.com/images/M/MV5BOTY2Mzc1OTM1MF5BMl5BanBnXkFtZTcwMTY2OTMyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2280000	Mark L. Lester	Dolph Lundgren	Brandon Lee	Cary-Hiroyuki Tagawa	R
the valet	2006	Comedy	85	6.6	7276	http://ia.media-imdb.com/images/M/MV5BMTQ5MjM1MjY4NV5BMl5BanBnXkFtZTcwOTM3NzM0MQ@@._V1._SX54_CR0,0,54,74_.jpg	2270000	Francis Veber	Gad Elmaleh	Alice Taglioni	Daniel Auteuil	PG_13
the east	2013	Drama	116	6.9	33958	http://ia.media-imdb.com/images/M/MV5BMjEyNjQzMzg5Nl5BMl5BanBnXkFtZTcwMjExNzU1OQ@@._V1._SX54_CR0,0,54,74_.jpg	2270000	Zal Batmanglij	Brit Marling	Alexander SkarsgÃ¥rd	Ellen Page	PG_13
sleepwalk with me	2012	Comedy	81	6.8	8293	http://ia.media-imdb.com/images/M/MV5BMTM3MDUzMDQwNF5BMl5BanBnXkFtZTcwMDk1NjM4OA@@._V1._SX54_CR0,0,54,74_.jpg	2260000	Mike Birbiglia	Seth Barrish	Mike Birbiglia	Lauren Ambrose	PG_13
leprechaun 2	1994	Comedy	85	4.3	5215	http://ia.media-imdb.com/images/M/MV5BOTM3Nzk4OTczNl5BMl5BanBnXkFtZTcwMjc0MjkxMQ@@._V1._SX54_CR0,0,54,74_.jpg	2260000	Rodman Flender	Warwick Davis	Charlie Heath	Shevonne Durkin	R
the dish	2000	Comedy	101	7.3	11604	http://ia.media-imdb.com/images/M/MV5BMTI1MDc0ODkzN15BMl5BanBnXkFtZTYwNzY5Nzc5._V1._SX54_CR0,0,54,74_.jpg	2250000	Rob Sitch	Sam Neill	Billy Mitchell	Roz Hammond	PG_13
touch of evil	1958	Crime	95	8.2	60079	http://ia.media-imdb.com/images/M/MV5BMTY3NjIwMDY4M15BMl5BanBnXkFtZTgwODMwODgyMTE@._V1._SX54_CR0,0,54,74_.jpg	2240000	Orson Welles	Charlton Heston	Orson Welles	Janet Leigh	UNRATED
the illusionist	2006	Drama	110	7.6	246354	http://ia.media-imdb.com/images/M/MV5BMTM1MjQyMDkzN15BMl5BanBnXkFtZTcwNzAyNTQzMQ@@._V1._SX54_CR0,0,54,74_.jpg	2230000	Sylvain Chomet	Jean-Claude Donda	Eilidh Rankin	Duncan MacNeil	PG
the illusionist	2010	Animation	80	7.5	24648	http://ia.media-imdb.com/images/M/MV5BMTg0MjI4MTcxMF5BMl5BanBnXkFtZTcwNTQ1ODUwNA@@._V1._SX54_CR0,0,54,74_.jpg	2230000	Sylvain Chomet	Jean-Claude Donda	Eilidh Rankin	Duncan MacNeil	PG
le week-end	2013	Comedy	93	6.4	3845	http://ia.media-imdb.com/images/M/MV5BMTk3NzAxNTExMF5BMl5BanBnXkFtZTgwMDM0NjYwMTE@._V1._SX54_CR0,0,54,74_.jpg	2220000	Roger Michell	Lindsay Duncan	Jim Broadbent	Jeff Goldblum	R
the white ribbon	2009	Drama	144	7.8	45341	http://ia.media-imdb.com/images/M/MV5BMTQ2OTYyNzUxOF5BMl5BanBnXkFtZTcwMzUwMDY4Mg@@._V1._SX54_CR0,0,54,74_.jpg	2220000	Michael Haneke	Christian Friedel	Ernst Jacobi	Leonie Benesch	R
rabbit hole	2010	Drama	91	7	36503	http://ia.media-imdb.com/images/M/MV5BMjEzOTU0NjMxNF5BMl5BanBnXkFtZTcwNzc5MDUxNA@@._V1._SX54_CR0,0,54,74_.jpg	2220000	John Cameron Mitchell	Nicole Kidman	Aaron Eckhart	Dianne Wiest	PG_13
2 states	2014	Drama	149	7.2	9031	http://ia.media-imdb.com/images/M/MV5BMTUwNjQ3Nzk5N15BMl5BanBnXkFtZTgwMjI4MTgzMTE@._V1._SX54_CR0,0,54,74_.jpg	2220000	Abhishek Varman	Arjun Kapoor	Alia Bhatt	Amrita Singh	NOT_RATED
perfume: the story of a murderer	2006	Crime	147	7.5	164290	http://ia.media-imdb.com/images/M/MV5BMTI0NjUyMTk3Nl5BMl5BanBnXkFtZTcwOTA5MzkzMQ@@._V1._SX54_CR0,0,54,74_.jpg	2210000	Tom Tykwer	Ben Whishaw	Dustin Hoffman	Alan Rickman	R
shattered glass	2003	Drama	94	7.3	27110	http://ia.media-imdb.com/images/M/MV5BMjExNDI2OTc2MF5BMl5BanBnXkFtZTYwOTA5MjM3._V1._SX54_CR0,0,54,74_.jpg	2210000	Billy Ray	Hayden Christensen	ChloÃ« Sevigny	Steve Zahn	TV_14
transsiberian	2008	Crime	111	6.7	38128	http://ia.media-imdb.com/images/M/MV5BMTI1MDU0NTI2Ml5BMl5BanBnXkFtZTcwNTkyNjY3MQ@@._V1._SX54_CR0,0,54,74_.jpg	2200000	Brad Anderson	Woody Harrelson	Emily Mortimer	Ben Kingsley	R
the host	2013	Adventure	125	5.9	74287	http://ia.media-imdb.com/images/M/MV5BMjMwNDg1MTAzNV5BMl5BanBnXkFtZTcwNTk5ODI3OA@@._V1._SX54_CR0,0,54,74_.jpg	2200000	Joon-ho Bong	Kang-ho Song	Hie-bong Byeon	Hae-il Park	R
the host	2006	Action	119	7	59004	http://ia.media-imdb.com/images/M/MV5BMTQyNTk4NzAyMF5BMl5BanBnXkFtZTcwMTM2ODE0MQ@@._V1._SX54_CR0,0,54,74_.jpg	2200000	Joon-ho Bong	Kang-ho Song	Hie-bong Byeon	Hae-il Park	R
once were warriors	1994	Crime	102	8	22311	http://ia.media-imdb.com/images/M/MV5BMjAzODA3MzE4NF5BMl5BanBnXkFtZTcwMjIwMzAwMQ@@._V1._SX54_CR0,0,54,74_.jpg	2200000	Lee Tamahori	Rena Owen	Temuera Morrison	Mamaengaroa Kerr-Bell	R
blue is the warmest color	2013	Drama	179	7.9	58403	http://ia.media-imdb.com/images/M/MV5BMTQ5NTg5ODk4OV5BMl5BanBnXkFtZTgwODc4MTMzMDE@._V1._SX54_CR0,0,54,74_.jpg	2200000	Abdellatif Kechiche	LÃ©a Seydoux	AdÃ¨le Exarchopoulos	Salim Kechiouche	NC_17
the impostors	1998	Comedy	101	6.5	4132	http://ia.media-imdb.com/images/M/MV5BMTc5MTAxNzQwOF5BMl5BanBnXkFtZTcwNzY4MDQyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2200000	Stanley Tucci	Oliver Platt	Stanley Tucci	Walker Jones	R
rang de basanti	2006	Drama	157	8.5	46722	http://ia.media-imdb.com/images/M/MV5BMjEwNzA5MjAwN15BMl5BanBnXkFtZTcwMzY5MzIzMQ@@._V1._SX54_CR0,0,54,74_.jpg	2200000	Rakeysh Omprakash Mehra	Aamir Khan	Soha Ali Khan	Siddharth	NOT_RATED
krrish 3	2013	Action	152	5.7	12444	http://ia.media-imdb.com/images/M/MV5BMjI0MzU3MTM1Ml5BMl5BanBnXkFtZTgwOTk2MjQ0MDE@._V1._SX54_CR0,0,54,74_.jpg	2190000	Rakesh Roshan	Priyanka Chopra	Hrithik Roshan	Amitabh Bachchan	NULL
bamboozled	2000	Comedy	135	6.4	8058	http://ia.media-imdb.com/images/M/MV5BMTI2ODIzMjUyMV5BMl5BanBnXkFtZTYwNzEyMzY3._V1._SX54_CR0,0,54,74_.jpg	2190000	Spike Lee	Damon Wayans	Savion Glover	Jada Pinkett Smith	TV_MA
oldboy	2003	Drama	120	8.4	277400	http://ia.media-imdb.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2180000	Chan-wook Park	Min-sik Choi	Ji-tae Yu	Hye-jeong Kang	R
oldboy	2013	Action	104	5.7	36609	http://ia.media-imdb.com/images/M/MV5BMTg4NTQ3MDc1MV5BMl5BanBnXkFtZTgwMTA0MTY1MDE@._V1._SX54_CR0,0,54,74_.jpg	2180000	Chan-wook Park	Min-sik Choi	Ji-tae Yu	Hye-jeong Kang	R
bird	1988	Biography	161	7.2	7881	http://ia.media-imdb.com/images/M/MV5BMTkzNDYwOTg1OF5BMl5BanBnXkFtZTcwMTE1NzYyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2180000	Clint Eastwood	Forest Whitaker	Diane Venora	Michael Zelniker	R
anchorman 2: the legend continues	2013	Comedy	119	6.4	94687	http://ia.media-imdb.com/images/M/MV5BMjE5ODk0NjQzNV5BMl5BanBnXkFtZTgwODk4MDA1MDE@._V1._SX54_CR0,0,54,74_.jpg	2180000	Adam McKay	Will Ferrell	Christina Applegate	Paul Rudd	R
wild bill	2011	Drama	98	7.2	9038	http://ia.media-imdb.com/images/M/MV5BMTg5NzQ1Mzg5N15BMl5BanBnXkFtZTcwMzM5OTc0Nw@@._V1._SX54_CR0,0,54,74_.jpg	2170000	Walter Hill	Jeff Bridges	Ellen Barkin	John Hurt	R
wild bill	1995	Action	98	5.9	4245	http://ia.media-imdb.com/images/M/MV5BMjI0MjI4NDkyOF5BMl5BanBnXkFtZTcwNzQ0NTg3NA@@._V1._SX54_CR0,0,54,74_.jpg	2170000	Walter Hill	Jeff Bridges	Ellen Barkin	John Hurt	R
words and pictures	2013	Comedy	111	6.6	3232	http://ia.media-imdb.com/images/M/MV5BNzY2NDQxOTA4OF5BMl5BanBnXkFtZTgwMjM4MDA2MTE@._V1._SX54_CR0,0,54,74_.jpg	2170000	Fred Schepisi	Clive Owen	Juliette Binoche	Bruce Davison	PG_13
priceless	2006	Comedy	106	7.1	22504	http://ia.media-imdb.com/images/M/MV5BMTMxNzg3MzU5OF5BMl5BanBnXkFtZTcwMjI3Mzc4MQ@@._V1._SX54_CR0,0,54,74_.jpg	2160000	Pierre Salvadori	Audrey Tautou	Gad Elmaleh	Marie-Christine Adam	R
wilde	1997	Biography	118	6.9	11219	http://ia.media-imdb.com/images/M/MV5BMzYzNDYwMDM1Nl5BMl5BanBnXkFtZTcwMzMwNjYxMQ@@._V1._SX54_CR0,0,54,74_.jpg	2160000	Brian Gilbert	Stephen Fry	Jude Law	Vanessa Redgrave	R
shadow conspiracy	1997	Action	103	4.9	3569	http://ia.media-imdb.com/images/M/MV5BMjA0MDUwODYwOV5BMl5BanBnXkFtZTcwNjY5ODUyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2150000	George P. Cosmatos	Charlie Sheen	Donald Sutherland	Linda Hamilton	R
austenland	2013	Comedy	97	6.2	10340	http://ia.media-imdb.com/images/M/MV5BMjE2MTUzMjgyNF5BMl5BanBnXkFtZTcwNjY4NDM4OQ@@._V1._SX54_CR0,0,54,74_.jpg	2150000	Jerusha Hess	Keri Russell	JJ Feild	Jennifer Coolidge	PG_13
mrs. parker and the vicious circle	1994	Biography	125	6.4	3429	http://ia.media-imdb.com/images/M/MV5BMTA1NzUxMzQ1MDheQTJeQWpwZ15BbWU3MDY3NzA0MzE@._V1._SX54_CR0,0,54,74_.jpg	2140000	Alan Rudolph	Jennifer Jason Leigh	Campbell Scott	Matthew Broderick	R
the journey of natty gann	1985	Family	101	7	3542	http://ia.media-imdb.com/images/M/MV5BMTIzMTY2NDYwOF5BMl5BanBnXkFtZTcwOTk4NTUyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2140000	Jeremy Kagan	Meredith Salenger	John Cusack	Ray Wise	PG
farinelli	1994	Biography	111	6.9	4609	http://ia.media-imdb.com/images/M/MV5BMTgxMzI3MTQ2NV5BMl5BanBnXkFtZTcwMzQxMTYyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2120000	GÃ©rard Corbiau	Stefano Dionisi	Enrico Lo Verso	Elsa Zylberstein	R
mallrats	1995	Comedy	94	7.2	88219	http://ia.media-imdb.com/images/M/MV5BMTE5OTkxOTI1Ml5BMl5BanBnXkFtZTcwNjk2MTEzMQ@@._V1._SX54_CR0,0,54,74_.jpg	2120000	Kevin Smith	Shannen Doherty	Jeremy London	Jason Lee	R
let the right one in	2008	Drama	115	8	153580	http://ia.media-imdb.com/images/M/MV5BMjE1OTY2MTM5MF5BMl5BanBnXkFtZTcwNzQ5Mjc5MQ@@._V1._SX54_CR0,0,54,74_.jpg	2120000	Tomas Alfredson	KÃ¥re Hedebrant	Lina Leandersson	Per Ragnar	R
othello	1995	Drama	123	7	6604	http://ia.media-imdb.com/images/M/MV5BMTIxMzA2ODk2NV5BMl5BanBnXkFtZTcwMzQ4ODIyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2110000	Oliver Parker	Laurence Fishburne	Kenneth Branagh	IrÃ¨ne Jacob	R
othello	1952	Drama	90	7.8	4063	http://ia.media-imdb.com/images/M/MV5BMzc4OTAxMTk5OF5BMl5BanBnXkFtZTgwNTkzNTE0MTE@._V1._SX54_CR0,0,54,74_.jpg	2110000	Oliver Parker	Laurence Fishburne	Kenneth Branagh	IrÃ¨ne Jacob	R
intimate strangers	2004	Drama	104	7	3752	http://ia.media-imdb.com/images/M/MV5BMTI1MzczNDM1NV5BMl5BanBnXkFtZTcwMTUyMzYyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2110000	Patrice Leconte	Sandrine Bonnaire	Fabrice Luchini	Michel Duchaussoy	R
gloria	1980	Crime	123	7.1	5073	http://ia.media-imdb.com/images/M/MV5BMjA2MTQyMTIzM15BMl5BanBnXkFtZTcwNDczODMyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2110000	SebastiÃ¡n Lelio	Paulina GarcÃ­a	Sergio HernÃ¡ndez	Diego Fontecilla	R
gloria	2013	Comedy	110	6.9	4339	http://ia.media-imdb.com/images/M/MV5BMzI1NjgxNDM3N15BMl5BanBnXkFtZTgwMTI4MDI1MDE@._V1._SX54_CR0,0,54,74_.jpg	2110000	SebastiÃ¡n Lelio	Paulina GarcÃ­a	Sergio HernÃ¡ndez	Diego Fontecilla	R
gloria	1999	Crime	108	5	4028	http://ia.media-imdb.com/images/M/MV5BMTcyMzg4NDEyOV5BMl5BanBnXkFtZTcwMzA2MzUyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2110000	SebastiÃ¡n Lelio	Paulina GarcÃ­a	Sergio HernÃ¡ndez	Diego Fontecilla	R
death and the maiden	1994	Drama	103	7.3	15380	http://ia.media-imdb.com/images/M/MV5BMTQyODAxOTUzN15BMl5BanBnXkFtZTcwNDE0ODMyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2100000	Roman Polanski	Sigourney Weaver	Ben Kingsley	Stuart Wilson	TV_MA
fanaa	2006	Drama	168	7.2	14047	http://ia.media-imdb.com/images/M/MV5BMjI4NTQzMjQ4N15BMl5BanBnXkFtZTcwMzE4NTk5Mw@@._V1._SY74_CR6,0,54,74_.jpg	2100000	Kunal Kohli	Aamir Khan	Kajol	Rishi Kapoor	NULL
kika	1993	Comedy	114	6.5	8236	http://ia.media-imdb.com/images/M/MV5BMTg5MTU3NzQ3MF5BMl5BanBnXkFtZTYwOTU1NzU5._V1._SX54_CR0,0,54,74_.jpg	2090000	Pedro AlmodÃ³var	Peter Coyote	VerÃ³nica ForquÃ©	Victoria Abril	NC_17
guru	2007	Biography	166	7.8	9430	http://ia.media-imdb.com/images/M/MV5BMjAzMTkyMTQ0MF5BMl5BanBnXkFtZTcwMjIxNjA0MQ@@._V1._SX54_CR0,0,54,74_.jpg	2090000	Mani Ratnam	Mithun Chakraborty	Abhishek Bachchan	Aishwarya Rai Bachchan	NULL
the sea inside	2004	Biography	125	8.1	56664	http://ia.media-imdb.com/images/M/MV5BMjE0NDk2NjgwMV5BMl5BanBnXkFtZTYwMTgyMzA3._V1._SX54_CR0,0,54,74_.jpg	2090000	Alejandro AmenÃ¡bar	Javier Bardem	BelÃ©n Rueda	Lola DueÃ±as	PG_13
butterfly	1999	Drama	96	7.6	5533	http://ia.media-imdb.com/images/M/MV5BOTMwNDYyMDgzMl5BMl5BanBnXkFtZTcwNjMwMzEyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2090000	JosÃ© Luis Cuerda	Manuel Lozano	Fernando FernÃ¡n GÃ³mez	UxÃ­a Blanco	R
a prophet	2009	Crime	155	7.9	69372	http://ia.media-imdb.com/images/M/MV5BMTUyMjQ1MTY5OV5BMl5BanBnXkFtZTcwNzY5NjExMw@@._V1._SX54_CR0,0,54,74_.jpg	2080000	Jacques Audiard	Tahar Rahim	Niels Arestrup	Adel Bencherif	R
the daytrippers	1996	Comedy	87	6.9	3347	http://ia.media-imdb.com/images/M/MV5BMTU4ODM1OTM0Ml5BMl5BanBnXkFtZTcwNjcwODAyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2080000	Greg Mottola	Hope Davis	Stanley Tucci	Parker Posey	R
strawberry and chocolate	1993	Comedy	108	7.4	3727	http://ia.media-imdb.com/images/M/MV5BMTM5MTQ2NDU4OV5BMl5BanBnXkFtZTcwOTk0NDA1NA@@._V1._SX54_CR0,0,54,74_.jpg	2080000	TomÃ¡s GutiÃ©rrez Alea	Juan Carlos TabÃ­o	Jorge PerugorrÃ­a	Vladimir Cruz	R
salaam bombay!	1988	Crime	113	8.1	5682	http://ia.media-imdb.com/images/M/MV5BMjEyMTEzNjk3M15BMl5BanBnXkFtZTcwOTY4MzA3NA@@._V1._SX54_CR0,0,54,74_.jpg	2080000	Mira Nair	Shafiq Syed	Hansa Vithal	Chanda Sharma	NULL
the wackness	2008	Comedy	99	7.1	25260	http://ia.media-imdb.com/images/M/MV5BOTkwNDkzMDI1Ml5BMl5BanBnXkFtZTcwMTc1OTA3MQ@@._V1._SX54_CR0,0,54,74_.jpg	2080000	Jonathan Levine	Josh Peck	Ben Kingsley	Olivia Thirlby	R
the sheltering sky	1990	Adventure	138	6.8	7631	http://ia.media-imdb.com/images/M/MV5BMTMwMTk3NDU4NV5BMl5BanBnXkFtZTcwMzA5NjIyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2080000	Bernardo Bertolucci	Debra Winger	John Malkovich	Campbell Scott	R
rab ne bana di jodi	2008	Comedy	167	7.1	20291	http://ia.media-imdb.com/images/M/MV5BNTU5MjI3MTE0NV5BMl5BanBnXkFtZTcwMDk4OTUxMg@@._V1._SX54_CR0,0,54,74_.jpg	2070000	Aditya Chopra	Shah Rukh Khan	Vinay Pathak	Anushka Sharma	NULL
raising victor vargas	2002	Drama	88	7.1	4588	http://ia.media-imdb.com/images/M/MV5BMTQwMDk4NzgyOV5BMl5BanBnXkFtZTcwMTQ2MTYyMQ@@._V1._SY74_CR22,0,54,74_.jpg	2070000	Peter Sollett	Victor Rasuk	Donna Maldonado	Kevin Rivera	R
cadence	1990	Drama	97	6.5	3955	http://ia.media-imdb.com/images/M/MV5BMTM5Nzg3NDE3MF5BMl5BanBnXkFtZTcwMzc2NjY0MQ@@._V1._SX54_CR0,0,54,74_.jpg	2070000	Martin Sheen	Charlie Sheen	Martin Sheen	Jay Brazeau	PG_13
strangers with candy	2005	Comedy	97	6	6559	http://ia.media-imdb.com/images/M/MV5BMTgwMTM0MzgyNF5BMl5BanBnXkFtZTcwMjg4MzMzMQ@@._V1._SX54_CR0,0,54,74_.jpg	2070000	Paul Dinello	Amy Sedaris	Stephen Colbert	Paul Dinello	R
auto focus	2002	Biography	105	6.6	10826	http://ia.media-imdb.com/images/M/MV5BMTI0MDU2Njg0NV5BMl5BanBnXkFtZTYwNDgyNDg5._V1._SX54_CR0,0,54,74_.jpg	2060000	Paul Schrader	Greg Kinnear	Willem Dafoe	Maria Bello	R
rust and bone	2012	Drama	120	7.5	36902	http://ia.media-imdb.com/images/M/MV5BMTczMTU4NDUyMl5BMl5BanBnXkFtZTcwOTM5NDY0OA@@._V1._SX54_CR0,0,54,74_.jpg	2060000	Jacques Audiard	Marion Cotillard	Matthias Schoenaerts	Armand Verdure	R
ravenous	1999	Horror	101	7.1	26170	http://ia.media-imdb.com/images/M/MV5BMjExNTQ0MDE4N15BMl5BanBnXkFtZTcwNjI1NjAzMQ@@._V1._SX54_CR0,0,54,74_.jpg	2060000	Antonia Bird	Guy Pearce	Robert Carlyle	David Arquette	R
